Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Gender_Churn,Education_Level_Churn,Marital_Status_Churn,Income_Category_Churn,Card_Category_Churn
40,1,29,5,1,3,8398.0,1892,6506.0,0.861,1489,29,0.526,0.225,0.17357222844344905,0.15569053708439898,0.15126946874333264,0.1681654676258993,0.1609792284866469
38,4,26,2,2,2,4391.0,1933,2458.0,0.579,1849,36,0.385,0.44,0.17357222844344905,0.15569053708439898,0.16941415166117169,0.17186183656276327,0.1609792284866469
35,4,30,4,3,4,34516.0,1018,33498.0,1.129,2350,55,0.774,0.0289999999999999,0.14615223317257287,0.15569053708439898,0.15126946874333264,0.1733149931224209,0.1609792284866469
60,0,36,1,2,3,34516.0,806,33710.0,0.755,13434,102,0.672,0.023,0.14615223317257287,0.15201192250372578,0.16941415166117169,0.15765472312703582,0.14774774774774774
48,3,40,2,6,1,2337.0,0,2337.0,0.586,5203,90,0.765,0.0,0.17357222844344905,0.15202369200394866,0.17222963951935916,0.1681654676258993,0.1609792284866469
49,3,36,2,2,0,2802.0,2363,439.0,0.75,1295,40,0.6,0.843,0.17357222844344905,0.15569053708439898,0.16941415166117169,0.17186183656276327,0.1609792284866469
44,3,37,3,2,3,1900.0,0,1900.0,0.8640000000000001,2298,45,0.452,0.0,0.17357222844344905,0.1685319289005925,0.16941415166117169,0.1681654676258993,0.1609792284866469
49,2,38,3,6,3,16494.0,1158,15336.0,0.6920000000000001,7761,84,0.647,0.07,0.14615223317257287,0.1685319289005925,0.15126946874333264,0.1733149931224209,0.1609792284866469
51,2,40,3,3,3,3750.0,1801,1949.0,0.889,17995,116,0.657,0.48,0.14615223317257287,0.15569053708439898,0.15126946874333264,0.13480741797432239,0.1609792284866469
53,0,41,3,3,2,16033.0,560,15473.0,0.963,1158,31,1.067,0.035,0.14615223317257287,0.15569053708439898,0.15126946874333264,0.15765472312703582,0.1609792284866469
42,2,37,6,1,1,5099.0,958,4141.0,0.607,4025,73,0.521,0.188,0.17357222844344905,0.1593813046402152,0.15126946874333264,0.1681654676258993,0.1609792284866469
48,3,34,2,2,1,1913.0,1405,508.0,0.6990000000000001,7265,80,0.905,0.7340000000000001,0.14615223317257287,0.15202369200394866,0.15126946874333264,0.15139664804469274,0.1609792284866469
46,4,36,6,1,2,1438.3,0,1438.3,0.746,4461,71,0.821,0.0,0.14615223317257287,0.15201192250372578,0.16941415166117169,0.15765472312703582,0.1609792284866469
36,3,23,6,3,4,2804.0,2090,714.0,1.248,2812,77,1.081,0.745,0.17357222844344905,0.15201192250372578,0.16941415166117169,0.1681654676258993,0.1609792284866469
58,1,36,5,2,3,4784.0,0,4784.0,0.905,2160,54,0.929,0.0,0.17357222844344905,0.1593813046402152,0.15126946874333264,0.1681654676258993,0.1609792284866469
61,0,49,1,2,3,2228.0,1480,748.0,0.5329999999999999,4431,71,0.6509999999999999,0.664,0.14615223317257287,0.1593813046402152,0.16941415166117169,0.15139664804469274,0.1609792284866469
51,2,36,2,2,2,3477.0,752,2725.0,0.703,13627,120,0.7390000000000001,0.216,0.14615223317257287,0.15202369200394866,0.16941415166117169,0.1733149931224209,0.1609792284866469
54,3,45,5,1,4,3062.0,2039,1023.0,1.057,4037,71,0.821,0.6659999999999999,0.17357222844344905,0.15202369200394866,0.16941415166117169,0.17186183656276327,0.1609792284866469
37,2,31,6,3,4,3216.0,0,3216.0,0.6829999999999999,4039,81,1.077,0.0,0.14615223317257287,0.15201192250372578,0.16941415166117169,0.15139664804469274,0.1609792284866469
41,4,30,4,6,1,2450.0,1967,483.0,0.589,1263,29,0.611,0.8029999999999999,0.14615223317257287,0.1685319289005925,0.15126946874333264,0.17186183656276327,0.1609792284866469
38,2,18,5,3,3,1686.0,1206,480.0,0.767,4891,68,0.511,0.715,0.17357222844344905,0.15569053708439898,0.15126946874333264,0.17186183656276327,0.1609792284866469
48,5,36,4,2,3,5495.0,2200,3295.0,0.696,5125,85,0.7709999999999999,0.4,0.17357222844344905,0.1593813046402152,0.15126946874333264,0.1681654676258993,0.1609792284866469
39,2,24,4,3,2,4061.0,1775,2286.0,0.6859999999999999,1602,40,0.667,0.437,0.14615223317257287,0.15202369200394866,0.16941415166117169,0.15765472312703582,0.1609792284866469
48,4,31,6,3,1,34516.0,1013,33503.0,0.575,1222,37,0.85,0.0289999999999999,0.14615223317257287,0.15201192250372578,0.15126946874333264,0.1733149931224209,0.1609792284866469
37,2,36,5,3,2,1959.0,662,1297.0,0.888,3046,52,0.7929999999999999,0.3379999999999999,0.17357222844344905,0.15569053708439898,0.15126946874333264,0.15139664804469274,0.1609792284866469
64,1,56,5,2,4,5152.0,948,4204.0,0.953,4074,72,1.057,0.184,0.17357222844344905,0.15569053708439898,0.16941415166117169,0.15139664804469274,0.1609792284866469
50,1,40,6,2,2,2661.0,1575,1086.0,0.735,4615,82,0.708,0.5920000000000001,0.17357222844344905,0.1685319289005925,0.15126946874333264,0.15139664804469274,0.1609792284866469
36,2,36,6,4,0,2051.0,1154,897.0,0.605,3912,79,0.7170000000000001,0.563,0.17357222844344905,0.15569053708439898,0.16941415166117169,0.17186183656276327,0.1609792284866469
52,3,43,4,3,2,4798.0,0,4798.0,0.583,3967,72,0.636,0.0,0.17357222844344905,0.15201192250372578,0.15126946874333264,0.1681654676258993,0.1609792284866469
46,2,22,6,1,3,2305.0,1627,678.0,0.747,1230,36,0.565,0.706,0.17357222844344905,0.15569053708439898,0.15126946874333264,0.15139664804469274,0.1609792284866469
50,3,33,3,3,4,2140.0,0,2140.0,0.765,2915,50,0.316,0.0,0.17357222844344905,0.15201192250372578,0.15126946874333264,0.17186183656276327,0.1609792284866469
34,3,28,2,3,2,3744.0,0,3744.0,0.7959999999999999,8202,69,0.769,0.0,0.14615223317257287,0.17829457364341086,0.16941415166117169,0.15139664804469274,0.1609792284866469
52,2,37,2,3,2,14543.0,0,14543.0,0.7879999999999999,1536,37,0.423,0.0,0.14615223317257287,0.15569053708439898,0.16941415166117169,0.1733149931224209,0.1609792284866469
26,0,20,6,2,3,1438.3,495,943.3,1.062,2546,40,0.3329999999999999,0.344,0.14615223317257287,0.15569053708439898,0.16941415166117169,0.17186183656276327,0.1609792284866469
50,1,45,5,3,3,2151.0,1163,988.0,0.8490000000000001,2513,62,0.59,0.541,0.14615223317257287,0.1593813046402152,0.15126946874333264,0.15139664804469274,0.1609792284866469
52,4,46,3,3,2,13090.0,0,13090.0,0.75,3851,78,1.0,0.0,0.14615223317257287,0.15569053708439898,0.16941415166117169,0.15139664804469274,0.1609792284866469
48,3,37,2,2,1,2105.0,1072,1033.0,0.514,4833,81,1.077,0.509,0.17357222844344905,0.1685319289005925,0.16941415166117169,0.17186183656276327,0.1609792284866469
57,2,40,3,3,3,3106.0,1120,1986.0,1.045,683,17,0.7,0.361,0.14615223317257287,0.1593813046402152,0.15126946874333264,0.1733149931224209,0.1609792284866469
43,3,33,3,3,2,16351.0,1541,14810.0,0.763,3475,82,0.6729999999999999,0.094,0.14615223317257287,0.15569053708439898,0.16941415166117169,0.15765472312703582,0.1609792284866469
43,3,33,6,3,4,14622.0,0,14622.0,0.959,4632,67,0.457,0.0,0.17357222844344905,0.15569053708439898,0.16176470588235295,0.1681654676258993,0.1609792284866469
43,3,36,1,3,3,8663.0,288,8375.0,0.639,916,33,0.32,0.033,0.14615223317257287,0.15201192250372578,0.15126946874333264,0.13480741797432239,0.1609792284866469
55,0,46,6,1,2,9734.0,0,9734.0,0.785,1476,38,0.9,0.0,0.14615223317257287,0.15201192250372578,0.16176470588235295,0.13480741797432239,0.1609792284866469
47,5,42,3,5,3,4345.0,2176,2169.0,0.752,2458,44,0.467,0.501,0.17357222844344905,0.2106430155210643,0.15126946874333264,0.1681654676258993,0.1609792284866469
42,1,33,6,2,3,17165.0,1153,16012.0,0.578,4063,62,0.6759999999999999,0.067,0.14615223317257287,0.15569053708439898,0.15126946874333264,0.13480741797432239,0.1609792284866469
39,2,36,6,3,3,1982.0,1751,231.0,0.843,4313,62,0.6759999999999999,0.883,0.14615223317257287,0.15569053708439898,0.15126946874333264,0.13480741797432239,0.1609792284866469
40,2,28,1,3,3,2734.0,1661,1073.0,0.726,4981,90,0.698,0.608,0.17357222844344905,0.15201192250372578,0.15126946874333264,0.17186183656276327,0.1609792284866469
54,2,41,2,2,3,3881.0,2517,1364.0,0.815,2463,38,0.407,0.649,0.17357222844344905,0.2106430155210643,0.15126946874333264,0.17186183656276327,0.1609792284866469
55,2,43,5,2,1,2239.0,1340,899.0,0.6579999999999999,4540,73,0.5870000000000001,0.598,0.17357222844344905,0.15202369200394866,0.16176470588235295,0.17186183656276327,0.1609792284866469
45,3,37,5,2,6,17678.0,0,17678.0,0.7879999999999999,2566,49,0.815,0.0,0.17357222844344905,0.15569053708439898,0.16176470588235295,0.1681654676258993,0.1609792284866469
54,4,40,6,2,2,2532.0,2221,311.0,0.491,799,21,0.235,0.877,0.17357222844344905,0.15569053708439898,0.15126946874333264,0.1681654676258993,0.1609792284866469
54,4,48,2,4,1,3089.0,1177,1912.0,1.01,5237,75,0.8290000000000001,0.381,0.17357222844344905,0.15201192250372578,0.16941415166117169,0.15139664804469274,0.1609792284866469
52,2,45,2,3,3,3460.0,0,3460.0,0.466,2355,47,0.621,0.0,0.14615223317257287,0.15569053708439898,0.16941415166117169,0.13480741797432239,0.1609792284866469
51,4,42,6,1,2,14438.0,2517,11921.0,0.853,2090,47,0.88,0.174,0.14615223317257287,0.15201192250372578,0.15126946874333264,0.15765472312703582,0.1609792284866469
35,1,24,5,3,3,1438.3,0,1438.3,0.8490000000000001,2355,47,0.5670000000000001,0.0,0.17357222844344905,0.1685319289005925,0.16176470588235295,0.1681654676258993,0.1609792284866469
40,3,36,5,3,2,5124.0,2235,2889.0,0.542,1158,42,0.355,0.436,0.17357222844344905,0.15201192250372578,0.16941415166117169,0.15139664804469274,0.1609792284866469
48,3,35,3,4,3,1815.0,557,1258.0,0.672,4519,76,0.8540000000000001,0.307,0.17357222844344905,0.15569053708439898,0.16941415166117169,0.17186183656276327,0.1609792284866469
49,3,36,2,2,2,23981.0,1408,22573.0,0.8440000000000001,14455,96,0.846,0.059,0.14615223317257287,0.15569053708439898,0.16941415166117169,0.15139664804469274,0.1810344827586207
45,3,26,1,1,2,2032.0,1195,837.0,0.642,4479,80,0.667,0.588,0.17357222844344905,0.1685319289005925,0.16176470588235295,0.15139664804469274,0.1609792284866469
56,2,37,2,2,3,2963.0,0,2963.0,0.902,2919,47,0.382,0.0,0.17357222844344905,0.1685319289005925,0.16941415166117169,0.15139664804469274,0.1609792284866469
49,2,40,2,4,1,14646.0,1448,13198.0,0.895,8160,92,0.586,0.099,0.14615223317257287,0.15569053708439898,0.15126946874333264,0.1733149931224209,0.1609792284866469
39,1,24,4,3,3,3770.0,1197,2573.0,0.621,1602,49,0.441,0.318,0.14615223317257287,0.15202369200394866,0.16941415166117169,0.15139664804469274,0.1609792284866469
46,3,37,5,3,4,6457.0,0,6457.0,0.531,4487,73,0.431,0.0,0.14615223317257287,0.15201192250372578,0.16176470588235295,0.1733149931224209,0.1609792284866469
48,3,36,4,1,2,3716.0,0,3716.0,0.8859999999999999,4833,73,0.521,0.0,0.17357222844344905,0.15201192250372578,0.15126946874333264,0.17186183656276327,0.1609792284866469
50,2,45,2,3,2,1529.0,710,819.0,0.657,4751,81,0.884,0.4639999999999999,0.17357222844344905,0.17829457364341086,0.16941415166117169,0.17186183656276327,0.1609792284866469
55,2,49,5,2,1,1438.3,680,758.3,0.77,4573,93,0.691,0.473,0.17357222844344905,0.1593813046402152,0.16176470588235295,0.17186183656276327,0.1609792284866469
52,1,46,5,1,2,2442.0,1507,935.0,0.631,4535,85,0.809,0.617,0.17357222844344905,0.15569053708439898,0.15126946874333264,0.15139664804469274,0.1609792284866469
44,2,35,2,3,4,4196.0,561,3635.0,0.741,2558,38,0.652,0.134,0.17357222844344905,0.15569053708439898,0.16941415166117169,0.15139664804469274,0.1609792284866469
35,1,26,3,3,2,2189.0,1833,356.0,0.56,4530,72,0.846,0.8370000000000001,0.17357222844344905,0.15201192250372578,0.16941415166117169,0.17186183656276327,0.1609792284866469
55,1,41,3,4,4,24542.0,2354,22188.0,0.314,984,24,0.263,0.096,0.14615223317257287,0.1593813046402152,0.16941415166117169,0.1733149931224209,0.1609792284866469
42,3,22,4,1,4,1438.3,860,578.3,0.7609999999999999,4754,79,0.8370000000000001,0.598,0.17357222844344905,0.1593813046402152,0.16941415166117169,0.17186183656276327,0.1609792284866469
50,2,43,4,3,3,13067.0,0,13067.0,1.061,5468,71,0.775,0.0,0.14615223317257287,0.1685319289005925,0.15126946874333264,0.15139664804469274,0.1609792284866469
43,2,24,2,2,2,16667.0,1463,15204.0,0.8029999999999999,15301,115,0.797,0.088,0.14615223317257287,0.1593813046402152,0.15126946874333264,0.15765472312703582,0.1609792284866469
38,3,31,6,1,2,2014.0,896,1118.0,1.055,2460,52,0.857,0.445,0.14615223317257287,0.1685319289005925,0.15126946874333264,0.13480741797432239,0.1609792284866469
52,3,42,5,2,4,17302.0,1339,15963.0,0.631,1181,30,1.0,0.077,0.14615223317257287,0.15569053708439898,0.15126946874333264,0.15765472312703582,0.1609792284866469
38,3,34,6,3,3,5323.0,2301,3022.0,0.68,1783,33,0.65,0.432,0.14615223317257287,0.15569053708439898,0.15126946874333264,0.13480741797432239,0.1609792284866469
41,4,29,5,4,2,3600.0,746,2854.0,0.8240000000000001,4184,61,0.6940000000000001,0.207,0.14615223317257287,0.15201192250372578,0.17222963951935916,0.15139664804469274,0.1609792284866469
42,3,33,5,2,4,6848.0,0,6848.0,0.962,4006,82,0.8220000000000001,0.0,0.17357222844344905,0.15201192250372578,0.15126946874333264,0.17186183656276327,0.1609792284866469
44,2,36,1,1,1,1834.0,0,1834.0,0.618,5402,87,0.611,0.0,0.17357222844344905,0.1685319289005925,0.15126946874333264,0.15139664804469274,0.1609792284866469
42,4,34,5,3,2,15449.0,0,15449.0,0.7829999999999999,4098,81,0.588,0.0,0.17357222844344905,0.15202369200394866,0.16941415166117169,0.1681654676258993,0.1609792284866469
40,2,21,6,4,3,20056.0,1602,18454.0,0.466,1687,46,0.5329999999999999,0.08,0.14615223317257287,0.1685319289005925,0.16941415166117169,0.1733149931224209,0.1609792284866469
44,3,34,2,3,3,34516.0,1652,32864.0,0.865,8450,90,0.579,0.048,0.14615223317257287,0.15569053708439898,0.16176470588235295,0.13480741797432239,0.14774774774774774
45,1,36,5,2,2,1936.0,1613,323.0,0.841,4773,80,0.818,0.833,0.17357222844344905,0.15569053708439898,0.16941415166117169,0.15139664804469274,0.1609792284866469
38,0,28,5,3,3,16049.0,799,15250.0,0.777,1989,33,0.5710000000000001,0.05,0.17357222844344905,0.15569053708439898,0.15126946874333264,0.1681654676258993,0.1609792284866469
50,4,45,4,2,2,1687.0,992,695.0,0.721,4342,82,0.7829999999999999,0.588,0.14615223317257287,0.15201192250372578,0.16176470588235295,0.15765472312703582,0.1609792284866469
50,2,38,6,2,2,25300.0,1330,23970.0,1.072,837,15,2.0,0.053,0.14615223317257287,0.2106430155210643,0.15126946874333264,0.15765472312703582,0.1609792284866469
43,3,33,3,3,1,2341.0,1818,523.0,0.833,4356,70,0.628,0.777,0.17357222844344905,0.15569053708439898,0.16941415166117169,0.1681654676258993,0.1609792284866469
27,0,22,5,2,2,7130.0,873,6257.0,0.53,2498,37,0.321,0.122,0.14615223317257287,0.17829457364341086,0.16941415166117169,0.1681654676258993,0.1609792284866469
44,3,36,2,3,3,34516.0,2517,31999.0,0.703,7640,87,0.5820000000000001,0.073,0.14615223317257287,0.15569053708439898,0.16941415166117169,0.15765472312703582,0.1810344827586207
37,3,36,3,2,3,6077.0,1397,4680.0,0.8340000000000001,2837,74,0.609,0.23,0.17357222844344905,0.15569053708439898,0.16941415166117169,0.17186183656276327,0.1609792284866469
37,1,24,6,3,4,11309.0,0,11309.0,0.474,4809,71,0.479,0.0,0.14615223317257287,0.15569053708439898,0.16941415166117169,0.15765472312703582,0.1609792284866469
49,1,40,5,1,3,2636.0,1840,796.0,0.8440000000000001,4056,67,0.8109999999999999,0.698,0.17357222844344905,0.1685319289005925,0.15126946874333264,0.17186183656276327,0.1609792284866469
38,2,28,3,2,2,7225.0,0,7225.0,0.419,738,16,0.231,0.0,0.17357222844344905,0.15201192250372578,0.15126946874333264,0.15139664804469274,0.1609792284866469
46,4,34,5,5,2,3322.0,2517,805.0,0.789,3913,86,0.911,0.758,0.17357222844344905,0.15201192250372578,0.16941415166117169,0.17186183656276327,0.1609792284866469
43,2,36,5,2,3,4020.0,0,4020.0,0.563,1952,39,0.345,0.0,0.17357222844344905,0.15202369200394866,0.15126946874333264,0.17186183656276327,0.1609792284866469
46,3,36,3,2,2,7020.0,1784,5236.0,0.815,16937,116,0.731,0.254,0.17357222844344905,0.1593813046402152,0.16941415166117169,0.15139664804469274,0.1609792284866469
41,3,35,2,3,2,33889.0,1203,32686.0,0.944,14954,112,0.623,0.035,0.14615223317257287,0.1685319289005925,0.15126946874333264,0.13480741797432239,0.14774774774774774
53,2,38,6,3,2,7928.0,1228,6700.0,0.632,1537,37,0.682,0.155,0.14615223317257287,0.15569053708439898,0.15126946874333264,0.13480741797432239,0.1609792284866469
60,1,50,4,4,5,4613.0,0,4613.0,0.978,8970,78,1.294,0.0,0.14615223317257287,0.15201192250372578,0.16941415166117169,0.17186183656276327,0.1609792284866469
35,3,25,4,1,2,2149.0,1118,1031.0,0.903,1581,30,1.0,0.52,0.17357222844344905,0.1593813046402152,0.15126946874333264,0.17186183656276327,0.1609792284866469
45,0,37,4,5,2,10271.0,1746,8525.0,0.6609999999999999,3696,72,0.6,0.17,0.14615223317257287,0.15569053708439898,0.16941415166117169,0.15139664804469274,0.1609792284866469
49,3,36,3,3,2,5678.0,2082,3596.0,0.83,5092,70,0.7070000000000001,0.367,0.17357222844344905,0.15569053708439898,0.15126946874333264,0.15139664804469274,0.1609792284866469
46,3,38,4,3,1,7958.0,1559,6399.0,0.726,4962,72,0.7140000000000001,0.196,0.14615223317257287,0.1593813046402152,0.15126946874333264,0.17186183656276327,0.1609792284866469
55,2,47,5,3,2,6347.0,0,6347.0,0.466,1161,44,0.375,0.0,0.17357222844344905,0.15569053708439898,0.16941415166117169,0.17186183656276327,0.1609792284866469
42,3,26,6,2,2,15104.0,1204,13900.0,0.8240000000000001,4259,79,0.58,0.08,0.17357222844344905,0.15569053708439898,0.16941415166117169,0.15139664804469274,0.14774774774774774
43,4,24,5,3,2,19188.0,0,19188.0,0.4529999999999999,4366,69,0.816,0.0,0.14615223317257287,0.15569053708439898,0.16941415166117169,0.13480741797432239,0.1609792284866469
42,2,31,3,5,2,3964.0,1218,2746.0,0.593,4580,75,1.419,0.307,0.17357222844344905,0.15201192250372578,0.15126946874333264,0.17186183656276327,0.1609792284866469
